Current_Capacity,Rated_Capacity,Current_Voltage,Min_Voltage,Max_Voltage,Charge_Energy,Discharge_Energy,Voltage_Drop,Current,Initial_Voltage,Final_Voltage,Time_Days,SoH,SoC,CE,IR,SDR,BHI
20.48,22.5,221.92,180,240,178.08,160.4,0.15,99.28,231.33,227.75,18,91.02,69.87,90.07,0.0015,0.09,68.39
19.03,22.5,186.32,180,240,263.24,203.52,0.12,65.67,235.67,231.68,24,84.58,10.53,77.31,0.0018,0.07,51.39
12.73,22.5,222.52,180,240,115.64,112.25,0.11,68.34,232.53,231.61,11,56.58,70.87,97.07,0.0016,0.04,56.22
13.7,22.5,208.98,180,240,260.74,193.72,0.05,16.35,233.69,231.06,17,60.89,48.3,74.3,0.0031,0.07,48.87
19.19,22.5,188.2,180,240,304.42,123.82,0.11,36.45,230.53,228.01,2,85.29,13.67,40.67,0.003,0.55,44.93
16.8,22.5,199.63,180,240,302.79,157.23,0.2,42.17,236.27,231.83,15,74.67,32.72,51.93,0.0047,0.13,46.78
17.5,22.5,189.19,180,240,151.22,127.11,0.13,31.07,232.27,228.54,22,77.78,15.32,84.06,0.0042,0.07,50.98
11.37,22.5,232.16,180,240,148.06,129.09,0.09,71.3,236.28,235.45,19,50.53,86.93,87.19,0.0013,0.02,55.03
14.19,22.5,194.67,180,240,393.82,364.92,0.16,70.67,232.88,230.14,25,63.07,24.45,92.66,0.0023,0.05,48.64
17.1,22.5,190.95,180,240,143.12,114.19,0.08,27.33,230.31,227.47,7,76.0,18.25,79.79,0.0029,0.18,49.99
19.89,22.5,237.3,180,240,456.53,175.92,0.03,35.99,234.37,232.56,15,88.4,95.5,38.53,0.0008,0.05,62.16
16.26,22.5,217.18,180,240,440.27,163.57,0.1,68.27,234.46,232.18,3,72.27,61.97,37.15,0.0015,0.32,48.7
21.23,22.5,237.82,180,240,443.92,270.19,0.11,29.43,235.92,231.16,17,94.36,96.37,60.86,0.0037,0.12,69.18
11.28,22.5,214.21,180,240,254.99,237.26,0.02,13.89,238.86,238.22,12,50.13,57.02,93.05,0.0014,0.02,50.06
14.26,22.5,197.72,180,240,249.97,151.67,0.12,95.35,232.47,228.57,10,63.38,29.53,60.68,0.0013,0.17,43.38
20.4,22.5,190.24,180,240,256.65,113.91,0.14,71.05,235.48,231.99,27,90.67,17.07,44.38,0.002,0.05,48.55
19.82,22.5,218.26,180,240,421.72,315.06,0.06,23.78,236.32,232.52,14,88.09,63.77,74.71,0.0025,0.11,62.92
14.72,22.5,219.73,180,240,246.99,237.72,0.08,64.27,237.5,232.97,10,65.42,66.22,96.25,0.0012,0.19,58.64
13.3,22.5,192.09,180,240,366.79,328.62,0.07,93.95,230.58,229.98,27,59.11,20.15,89.59,0.0007,0.01,45.59
12.38,22.5,209.63,180,240,446.09,409.65,0.11,12.25,231.06,228.12,12,55.02,49.38,91.83,0.009,0.11,50.24
19.72,22.5,212.39,180,240,345.71,220.73,0.2,81.25,237.56,234.42,5,87.64,53.98,63.85,0.0025,0.26,58.6
15.13,22.5,227.04,180,240,175.84,83.5,0.14,23.04,239.04,235.18,11,67.24,78.4,47.49,0.0061,0.15,52.06
12.29,22.5,226.76,180,240,112.8,96.33,0.17,17.78,235.18,234.37,23,54.62,77.93,85.4,0.0096,0.01,54.51
21.96,22.5,212.96,180,240,313.95,295.3,0.16,78.73,237.89,235.42,25,97.6,54.93,94.06,0.002,0.04,68.83
20.05,22.5,193.62,180,240,151.31,114.41,0.04,72.44,235.76,232.05,25,89.11,22.7,75.61,0.0006,0.06,55.3
21.48,22.5,226.2,180,240,148.02,116.59,0.17,63.19,234.4,232.97,22,95.47,77.0,78.77,0.0027,0.03,69.34
21.33,22.5,213.33,180,240,341.43,170.46,0.01,11.95,238.88,238.36,7,94.8,55.55,49.93,0.0008,0.03,59.01
22.09,22.5,200.93,180,240,219.28,142.58,0.15,96.54,235.37,231.31,28,98.18,34.88,65.02,0.0016,0.06,59.25
20.49,22.5,195.44,180,240,213.26,213.12,0.07,48.05,239.9,238.05,18,91.07,25.73,99.93,0.0015,0.04,61.56
17.03,22.5,185.28,180,240,241.05,187.72,0.18,45.77,235.65,232.47,25,75.69,8.8,77.88,0.0039,0.05,47.61
14.0,22.5,219.26,180,240,216.0,162.52,0.11,29.55,232.67,231.81,12,62.22,65.43,75.24,0.0037,0.03,53.02
17.5,22.5,223.31,180,240,468.51,464.69,0.14,56.26,231.41,229.48,26,77.78,72.18,99.18,0.0025,0.03,65.38
22.5,22.5,187.62,180,240,417.23,416.87,0.16,79.04,232.59,232.56,26,100.0,12.7,99.91,0.002,0.0,62.52
17.12,22.5,181.16,180,240,391.44,231.97,0.1,27.66,233.61,232.69,19,76.09,1.93,59.26,0.0036,0.02,42.67
16.74,22.5,210.27,180,240,217.33,152.11,0.14,70.55,230.88,226.87,14,74.4,50.45,69.99,0.002,0.12,53.84
20.49,22.5,223.78,180,240,316.26,287.21,0.17,57.87,230.68,227.85,25,91.07,72.97,90.81,0.0029,0.05,69.18
22.44,22.5,182.79,180,240,151.03,111.48,0.18,59.97,237.32,235.2,11,99.73,4.65,73.81,0.003,0.08,55.58
15.84,22.5,225.77,180,240,149.96,93.4,0.12,55.07,232.66,230.61,13,70.4,76.28,62.28,0.0022,0.07,55.86
18.71,22.5,222.27,180,240,358.0,245.72,0.16,69.14,238.34,235.15,18,83.16,70.45,68.64,0.0023,0.07,61.07
12.8,22.5,203.14,180,240,163.49,88.88,0.13,97.08,236.78,231.86,2,56.89,38.57,54.36,0.0013,1.04,41.24
11.34,22.5,185.77,180,240,373.34,156.7,0.03,39.58,232.54,232.38,21,50.4,9.62,41.97,0.0008,0.0,30.48
17.69,22.5,197.97,180,240,413.5,184.18,0.11,12.09,237.92,234.81,18,78.62,29.95,44.54,0.0091,0.07,46.34
15.4,22.5,192.64,180,240,155.12,137.27,0.1,30.88,239.2,237.24,4,68.44,21.07,88.49,0.0032,0.2,49.27
15.94,22.5,215.61,180,240,334.57,84.97,0.05,15.56,235.69,232.46,22,70.84,59.35,25.4,0.0032,0.06,45.28
13.96,22.5,230.21,180,240,148.73,104.4,0.01,63.52,236.58,235.33,19,62.04,83.68,70.19,0.0002,0.03,55.59
15.54,22.5,198.7,180,240,482.47,316.93,0.06,98.49,233.88,230.64,21,69.07,31.17,65.69,0.0006,0.07,46.99
20.6,22.5,212.7,180,240,221.83,176.12,0.15,70.78,239.47,237.63,29,91.56,54.5,79.39,0.0021,0.03,63.4
21.47,22.5,189.63,180,240,378.93,341.03,0.07,84.74,233.32,229.35,9,95.42,16.05,90.0,0.0008,0.19,59.36
17.49,22.5,214.17,180,240,387.03,200.96,0.14,80.96,232.89,228.16,14,77.73,56.95,51.92,0.0017,0.15,52.85
17.19,22.5,195.82,180,240,494.24,102.84,0.08,36.79,233.87,229.28,24,76.4,26.37,20.81,0.0022,0.08,39.99
14.35,22.5,237.27,180,240,174.62,96.09,0.16,32.62,230.95,229.81,23,63.78,95.45,55.03,0.0049,0.02,55.61
14.51,22.5,191.19,180,240,234.4,176.41,0.08,74.11,239.87,237.98,5,64.49,18.65,75.26,0.0011,0.16,44.56
13.49,22.5,204.44,180,240,317.67,123.21,0.06,80.53,234.17,234.15,8,59.96,40.73,38.79,0.0007,0.0,39.89
16.19,22.5,183.61,180,240,169.56,145.19,0.1,53.42,235.98,232.04,27,71.96,6.02,85.63,0.0019,0.06,47.11
11.78,22.5,231.05,180,240,479.1,126.17,0.05,18.09,238.78,233.99,17,52.36,85.08,26.33,0.0028,0.12,43.21
19.41,22.5,234.69,180,240,122.55,87.93,0.01,19.81,236.17,235.94,16,86.27,91.15,71.75,0.0005,0.01,67.09
15.01,22.5,202.65,180,240,383.53,362.09,0.15,79.83,237.51,235.9,24,66.71,37.75,94.41,0.0019,0.03,53.11
22.45,22.5,180.33,180,240,160.87,148.23,0.03,13.03,231.21,227.74,11,99.78,0.55,92.14,0.0023,0.14,58.44
13.88,22.5,223.02,180,240,174.61,88.8,0.12,91.78,230.35,226.22,14,61.69,71.7,50.86,0.0013,0.13,49.17
13.48,22.5,190.37,180,240,443.62,185.75,0.07,59.38,233.81,232.36,28,59.91,17.28,41.87,0.0012,0.02,35.79
19.6,22.5,189.22,180,240,172.89,161.65,0.14,88.78,231.39,229.39,21,87.11,15.37,93.5,0.0016,0.04,56.61
19.44,22.5,196.25,180,240,225.57,177.14,0.05,95.66,231.89,228.14,17,86.4,27.08,78.53,0.0005,0.1,55.67
19.45,22.5,230.07,180,240,294.22,287.51,0.18,59.62,234.45,234.42,5,86.44,83.45,97.72,0.003,0.0,70.81
18.79,22.5,237.41,180,240,142.74,127.34,0.04,81.29,233.71,230.15,7,83.51,95.68,89.21,0.0005,0.22,70.36
20.21,22.5,227.17,180,240,184.58,159.98,0.12,19.86,235.02,230.36,10,89.82,78.62,86.67,0.006,0.2,68.97
12.13,22.5,207.23,180,240,389.44,90.35,0.15,42.51,232.49,229.61,5,53.91,45.38,23.2,0.0035,0.25,35.25
13.24,22.5,204.22,180,240,162.52,120.98,0.11,94.98,234.13,231.29,12,58.84,40.37,74.44,0.0012,0.1,46.49
15.45,22.5,233.49,180,240,417.01,106.01,0.14,58.49,231.04,228.21,10,68.67,89.15,25.42,0.0024,0.12,50.37
22.2,22.5,210.13,180,240,442.59,150.82,0.19,81.5,238.09,236.14,22,98.67,50.22,34.08,0.0023,0.04,56.32
20.74,22.5,211.27,180,240,468.86,159.57,0.03,66.25,237.07,235.2,26,92.18,52.12,34.03,0.0005,0.03,54.1
15.83,22.5,194.03,180,240,238.99,160.57,0.14,96.69,231.44,228.04,3,70.36,23.38,67.19,0.0014,0.49,46.21
13.57,22.5,233.83,180,240,159.49,134.57,0.07,61.11,236.16,234.07,8,60.31,89.72,84.38,0.0011,0.11,58.93
17.18,22.5,197.72,180,240,288.71,270.95,0.15,50.56,239.81,235.83,20,76.36,29.53,93.85,0.003,0.08,55.21
15.11,22.5,206.8,180,240,186.64,90.69,0.04,25.0,231.98,229.87,2,67.16,44.67,48.59,0.0016,0.45,45.47
15.66,22.5,227.21,180,240,325.97,236.26,0.02,62.73,233.01,230.54,20,69.6,78.68,72.48,0.0003,0.05,58.07
20.44,22.5,189.68,180,240,230.39,153.82,0.12,60.37,231.02,228.91,14,90.84,16.13,66.77,0.002,0.07,52.91
21.06,22.5,215.45,180,240,328.93,107.8,0.05,32.74,234.88,231.22,4,93.6,59.08,32.77,0.0015,0.39,55.77
16.44,22.5,217.48,180,240,128.73,119.74,0.19,27.42,237.59,236.02,19,73.07,62.47,93.02,0.0069,0.03,60.32
12.11,22.5,213.8,180,240,121.68,104.5,0.15,39.64,234.88,230.24,13,53.82,56.33,85.88,0.0038,0.15,49.95
15.64,22.5,236.96,180,240,477.18,355.44,0.11,27.55,238.82,238.4,4,69.51,94.93,74.49,0.004,0.04,61.68
21.75,22.5,205.6,180,240,464.03,193.06,0.03,36.69,235.97,231.74,12,96.67,42.67,41.61,0.0008,0.15,55.51
13.92,22.5,227.98,180,240,161.89,106.65,0.08,62.99,237.9,236.74,1,61.87,79.97,65.88,0.0013,0.49,53.87
21.38,22.5,237.21,180,240,394.15,308.29,0.06,16.65,238.02,235.22,11,95.02,95.35,78.22,0.0036,0.11,72.71
17.15,22.5,228.84,180,240,237.65,221.42,0.18,22.75,234.94,234.8,12,76.22,81.4,93.17,0.0079,0.0,65.4
13.17,22.5,224.64,180,240,329.96,181.13,0.1,59.47,232.39,230.49,3,58.53,74.4,54.89,0.0017,0.27,49.24
16.74,22.5,192.67,180,240,108.41,80.67,0.13,40.36,234.96,234.29,17,74.4,21.12,74.41,0.0032,0.02,48.86
18.48,22.5,190.47,180,240,435.81,405.28,0.09,84.11,232.5,231.79,7,82.13,17.45,92.99,0.0011,0.04,54.94
13.96,22.5,231.67,180,240,445.91,382.56,0.07,24.63,234.75,233.44,28,62.04,86.12,85.79,0.0028,0.02,59.2
16.29,22.5,183.6,180,240,153.52,117.49,0.05,88.98,231.73,231.62,13,72.4,6.0,76.53,0.0006,0.0,45.47
14.21,22.5,188.6,180,240,228.99,204.0,0.04,80.14,237.16,233.9,25,63.16,14.33,89.09,0.0005,0.05,45.94
14.23,22.5,184.13,180,240,402.01,268.53,0.17,33.38,236.53,235.93,20,63.24,6.88,66.8,0.0051,0.01,40.03
20.8,22.5,236.36,180,240,122.32,109.68,0.08,42.79,236.43,232.38,19,92.44,93.93,89.67,0.0019,0.09,73.69
18.54,22.5,209.74,180,240,281.09,250.52,0.07,13.3,238.8,234.67,14,82.4,49.57,89.12,0.0053,0.12,60.69
12.05,22.5,209.52,180,240,403.01,254.81,0.11,74.61,231.72,229.43,12,53.56,49.2,63.23,0.0015,0.08,43.9
18.82,22.5,209.23,180,240,170.0,89.13,0.07,51.87,236.42,236.4,18,83.64,48.72,52.43,0.0013,0.0,53.69
19.15,22.5,194.9,180,240,259.01,246.27,0.17,32.99,235.98,232.65,24,85.11,24.83,95.08,0.0052,0.06,58.02
12.23,22.5,204.69,180,240,286.15,170.89,0.13,25.32,238.66,235.9,21,54.36,41.15,59.72,0.0051,0.06,41.91
13.17,22.5,196.89,180,240,209.38,93.02,0.1,56.18,235.73,232.41,19,58.53,28.15,44.43,0.0018,0.07,37.92
17.12,22.5,194.02,180,240,293.61,178.17,0.14,10.24,235.87,232.84,11,76.09,23.37,60.68,0.0137,0.12,47.23
20.41,22.5,229.18,180,240,282.84,141.01,0.12,82.95,230.65,225.88,14,90.71,81.97,49.86,0.0014,0.15,62.63
15.94,22.5,195.58,180,240,147.21,137.21,0.18,33.97,236.22,234.92,19,70.84,25.97,93.21,0.0053,0.03,52.17
15.83,22.5,202.26,180,240,388.88,160.06,0.02,14.99,230.11,229.91,9,70.36,37.1,41.16,0.0013,0.01,43.79
21.24,22.5,197.31,180,240,232.49,113.24,0.06,16.67,232.95,228.65,3,94.4,28.85,48.71,0.0036,0.62,53.21
20.76,22.5,222.81,180,240,368.13,88.83,0.05,96.64,234.54,230.63,28,92.27,71.35,24.13,0.0005,0.06,56.0
11.57,22.5,182.41,180,240,131.81,94.32,0.07,46.04,234.05,230.19,16,51.42,4.02,71.56,0.0015,0.1,35.67
12.21,22.5,183.99,180,240,462.05,335.63,0.14,12.48,239.38,235.52,2,54.27,6.65,72.64,0.0112,0.81,37.48
14.88,22.5,213.45,180,240,255.46,125.52,0.18,37.75,236.98,235.24,16,66.13,55.75,49.13,0.0048,0.05,47.42
20.46,22.5,218.83,180,240,188.5,132.15,0.2,39.55,231.17,231.05,23,90.93,64.72,70.11,0.0051,0.0,63.34
16.8,22.5,228.75,180,240,155.38,129.28,0.1,76.9,230.3,227.33,26,74.67,81.25,83.2,0.0013,0.05,62.75
13.05,22.5,203.4,180,240,134.31,111.47,0.08,86.69,231.82,230.41,18,58.0,39.0,82.99,0.0009,0.03,47.59
12.09,22.5,213.48,180,240,146.0,81.78,0.14,71.37,236.01,231.71,24,53.73,55.8,56.01,0.002,0.08,43.85
22.48,22.5,190.43,180,240,204.43,191.79,0.13,54.33,235.63,234.15,21,99.91,17.38,93.82,0.0024,0.03,62.2
14.43,22.5,197.33,180,240,445.65,304.82,0.05,57.17,236.86,235.76,28,64.13,28.88,68.4,0.0009,0.02,45.11
13.08,22.5,239.37,180,240,360.9,165.93,0.06,15.1,231.32,226.78,18,58.13,98.95,45.98,0.004,0.11,52.23
13.62,22.5,200.48,180,240,329.73,118.79,0.1,46.81,234.77,234.23,26,60.53,34.13,36.03,0.0021,0.01,38.24
11.95,22.5,217.05,180,240,138.82,88.17,0.05,42.71,235.92,234.25,2,53.11,61.75,63.51,0.0012,0.35,46.26
17.95,22.5,214.8,180,240,469.4,387.64,0.17,90.21,238.01,236.34,4,79.78,58.0,82.58,0.0019,0.18,60.01
16.91,22.5,183.23,180,240,394.06,240.74,0.04,71.27,236.95,235.87,24,75.16,5.38,61.09,0.0006,0.02,43.36
11.52,22.5,187.74,180,240,438.26,342.26,0.09,90.0,233.51,230.34,17,51.2,12.9,78.1,0.001,0.08,38.67
15.74,22.5,229.48,180,240,437.92,436.68,0.19,44.46,231.98,230.51,28,69.96,82.47,99.72,0.0043,0.02,64.42
12.38,22.5,216.99,180,240,235.91,205.39,0.12,44.95,239.84,239.5,27,55.02,61.65,87.06,0.0027,0.01,51.75
21.25,22.5,208.57,180,240,471.06,159.16,0.11,29.24,231.88,227.11,28,94.44,47.62,33.79,0.0038,0.07,54.05
15.01,22.5,197.46,180,240,158.38,105.8,0.08,77.35,238.66,234.92,20,66.71,29.1,66.8,0.001,0.08,45.86
14.37,22.5,201.37,180,240,414.19,410.58,0.04,40.74,232.8,232.57,7,63.87,35.62,99.13,0.001,0.01,52.5
21.52,22.5,180.85,180,240,417.79,368.34,0.13,94.07,235.9,234.69,24,95.64,1.42,88.16,0.0014,0.02,56.17
16.05,22.5,231.33,180,240,347.88,149.45,0.08,23.51,235.91,232.97,26,71.33,85.55,42.96,0.0034,0.05,54.23
14.33,22.5,191.9,180,240,179.48,93.0,0.13,71.93,237.03,234.36,1,63.69,19.83,51.82,0.0018,1.13,39.69
17.0,22.5,230.26,180,240,192.28,162.07,0.09,91.28,236.27,231.39,11,75.56,83.77,84.29,0.001,0.19,63.82
12.79,22.5,197.63,180,240,300.15,229.68,0.19,63.39,236.71,235.15,11,56.84,29.38,76.52,0.003,0.06,43.91
16.29,22.5,200.71,180,240,267.61,141.59,0.17,90.38,239.5,237.4,19,72.4,34.52,52.91,0.0019,0.05,46.44
16.59,22.5,222.36,180,240,458.15,266.69,0.03,43.18,235.5,233.41,29,73.73,70.6,58.21,0.0007,0.03,55.25
20.19,22.5,181.49,180,240,247.5,121.41,0.19,33.78,239.43,234.74,27,89.73,2.48,49.05,0.0056,0.07,46.19
11.93,22.5,222.43,180,240,487.95,431.16,0.11,80.99,239.44,238.35,22,53.02,70.72,88.36,0.0014,0.02,53.02
14.95,22.5,216.38,180,240,319.28,149.94,0.06,53.79,234.74,233.22,7,66.44,60.63,46.96,0.0011,0.09,48.08
20.64,22.5,196.11,180,240,436.46,368.0,0.12,68.19,230.4,228.56,6,91.73,26.85,84.31,0.0018,0.13,58.91
13.74,22.5,202.68,180,240,441.38,402.14,0.2,94.95,236.71,234.55,24,61.07,37.8,91.11,0.0021,0.04,50.21
17.26,22.5,180.06,180,240,415.09,249.55,0.1,42.62,233.75,231.59,13,76.71,0.1,60.12,0.0023,0.07,42.72
20.74,22.5,224.65,180,240,410.72,199.06,0.19,48.21,238.97,234.68,3,92.18,74.42,48.47,0.0039,0.6,61.39
11.65,22.5,188.5,180,240,229.54,126.43,0.16,85.89,231.93,231.3,28,51.78,14.17,55.08,0.0019,0.01,34.56
20.57,22.5,212.44,180,240,312.22,288.42,0.11,52.46,236.08,233.48,29,91.42,54.07,92.38,0.0021,0.04,65.85
14.5,22.5,184.48,180,240,295.64,114.1,0.15,76.71,238.42,236.53,26,64.44,7.47,38.59,0.002,0.03,34.98
19.62,22.5,211.71,180,240,276.84,105.51,0.09,83.64,235.81,235.35,9,87.2,52.85,38.11,0.0011,0.02,53.07
16.19,22.5,228.48,180,240,376.24,113.02,0.1,73.22,230.87,226.91,23,71.96,80.8,30.04,0.0014,0.07,50.94
17.56,22.5,194.39,180,240,119.73,116.81,0.02,74.57,233.33,228.66,15,78.04,23.98,97.56,0.0003,0.13,55.51
15.34,22.5,235.39,180,240,232.99,162.18,0.12,57.47,234.78,233.09,8,68.18,92.32,69.61,0.0021,0.09,59.65
12.55,22.5,214.1,180,240,235.75,153.47,0.07,33.45,237.43,236.31,24,55.78,56.83,65.1,0.0021,0.02,46.7
21.08,22.5,203.53,180,240,424.57,169.19,0.14,19.24,230.2,229.71,26,93.69,39.22,39.85,0.0073,0.01,53.29
19.23,22.5,205.24,180,240,130.72,118.17,0.15,34.38,239.16,235.34,23,85.47,42.07,90.4,0.0044,0.07,60.67
12.72,22.5,239.65,180,240,213.78,176.46,0.05,89.01,233.88,229.37,19,56.53,99.42,82.54,0.0006,0.1,58.99
14.22,22.5,184.95,180,240,335.57,200.63,0.15,98.84,231.2,229.83,11,63.2,8.25,59.79,0.0015,0.05,38.88
17.22,22.5,221.32,180,240,114.98,100.49,0.01,33.87,235.0,230.44,21,76.53,68.87,87.4,0.0003,0.09,61.86
16.79,22.5,196.2,180,240,142.18,133.42,0.04,18.72,232.14,232.12,3,74.62,27.0,93.84,0.0021,0.0,54.02
21.43,22.5,185.53,180,240,280.92,155.86,0.07,99.48,237.34,235.39,8,95.24,9.22,55.48,0.0007,0.1,51.03
19.82,22.5,210.97,180,240,328.38,245.3,0.11,56.95,235.0,232.51,15,88.09,51.62,74.7,0.0019,0.07,60.49
22.44,22.5,234.03,180,240,354.0,324.28,0.19,70.85,235.19,230.78,28,99.73,90.05,91.6,0.0027,0.07,76.21
21.27,22.5,226.26,180,240,453.83,83.56,0.05,48.11,238.48,234.29,3,94.53,77.1,18.41,0.001,0.59,56.85
19.34,22.5,191.72,180,240,263.26,227.72,0.13,84.29,232.55,228.8,11,85.96,19.53,86.5,0.0015,0.15,55.57
12.51,22.5,185.29,180,240,210.83,121.45,0.06,76.75,239.73,238.72,29,55.6,8.82,57.61,0.0008,0.01,35.52
17.0,22.5,236.63,180,240,473.83,221.84,0.08,59.94,230.96,229.44,16,75.56,94.38,46.82,0.0013,0.04,58.46
12.95,22.5,224.57,180,240,100.44,92.91,0.1,52.39,238.29,237.88,13,57.56,74.28,92.5,0.0019,0.01,56.38
11.89,22.5,186.4,180,240,210.42,108.69,0.18,98.77,238.17,234.52,6,52.84,10.67,51.65,0.0018,0.26,33.57
19.2,22.5,221.06,180,240,301.11,155.14,0.07,15.19,239.0,235.15,13,85.33,68.43,51.52,0.0046,0.12,58.11
18.13,22.5,220.59,180,240,102.33,91.14,0.09,73.53,233.83,228.95,1,80.58,67.65,89.06,0.0012,2.09,63.36
14.93,22.5,200.4,180,240,382.53,291.91,0.1,95.59,238.72,234.39,8,66.36,34.0,76.31,0.001,0.23,48.58
18.26,22.5,208.11,180,240,351.48,264.05,0.13,36.46,238.37,235.61,13,81.16,46.85,75.13,0.0036,0.09,56.85
17.18,22.5,191.73,180,240,143.27,133.03,0.14,28.45,239.42,239.29,7,76.36,19.55,92.85,0.0049,0.01,53.02
16.8,22.5,217.84,180,240,368.46,290.09,0.17,45.36,237.07,233.41,13,74.67,63.07,78.73,0.0037,0.12,58.22
22.14,22.5,231.91,180,240,215.94,171.77,0.15,48.83,238.64,235.19,11,98.4,86.52,79.55,0.0031,0.13,72.56
17.03,22.5,181.12,180,240,264.64,194.38,0.11,88.49,233.99,233.92,3,75.69,1.87,73.45,0.0012,0.01,45.34
19.54,22.5,224.61,180,240,296.22,105.28,0.07,32.92,237.81,236.9,24,86.84,74.35,35.54,0.0021,0.02,56.71
18.8,22.5,237.89,180,240,499.7,479.94,0.15,77.18,237.59,233.28,6,83.56,96.48,96.05,0.0019,0.3,71.9
15.38,22.5,184.39,180,240,395.24,384.27,0.13,34.88,232.7,228.05,29,68.36,7.32,97.22,0.0037,0.07,48.24
22.31,22.5,193.91,180,240,188.8,157.84,0.04,45.95,232.92,232.07,25,99.16,23.18,83.6,0.0009,0.01,61.02
17.29,22.5,220.26,180,240,293.47,188.22,0.14,83.34,233.33,228.83,17,76.84,67.1,64.14,0.0017,0.11,56.97
16.47,22.5,211.78,180,240,487.03,448.24,0.13,13.5,236.12,235.66,4,73.2,52.97,92.04,0.0096,0.05,58.28
20.16,22.5,208.06,180,240,440.76,394.96,0.08,43.92,235.08,234.86,3,89.6,46.77,89.61,0.0018,0.03,63.11
16.12,22.5,190.01,180,240,405.09,151.24,0.04,60.66,236.71,233.86,12,71.64,16.68,37.33,0.0007,0.1,39.45
19.23,22.5,207.68,180,240,312.73,141.26,0.04,73.0,232.1,228.2,11,85.47,46.13,45.17,0.0005,0.15,52.43
20.53,22.5,184.56,180,240,324.54,177.85,0.16,14.95,231.97,229.52,22,91.24,7.6,54.8,0.0107,0.05,48.97
12.89,22.5,216.22,180,240,355.3,204.85,0.15,88.09,237.77,236.55,19,57.29,60.37,57.66,0.0017,0.03,46.52
11.94,22.5,185.74,180,240,258.98,248.94,0.18,51.94,231.42,230.52,23,53.07,9.57,96.12,0.0035,0.02,42.36
18.73,22.5,190.56,180,240,403.41,85.05,0.03,12.66,231.35,227.59,27,83.24,17.6,21.08,0.0024,0.06,41.03
12.34,22.5,235.11,180,240,367.46,151.02,0.13,46.45,236.35,233.98,29,54.84,91.85,41.1,0.0028,0.03,48.52
11.39,22.5,207.1,180,240,200.72,148.36,0.03,88.82,231.37,228.43,14,50.62,45.17,73.91,0.0003,0.09,44.05
13.44,22.5,222.25,180,240,409.26,120.93,0.13,96.53,231.93,227.38,7,59.73,70.42,29.55,0.0013,0.28,43.86
20.37,22.5,207.99,180,240,281.11,125.61,0.1,42.75,232.45,231.6,10,90.53,46.65,44.68,0.0023,0.04,54.47
12.84,22.5,189.63,180,240,446.77,125.32,0.08,40.08,238.65,236.26,9,57.07,16.05,28.05,0.002,0.11,31.64
13.61,22.5,207.63,180,240,496.96,231.24,0.13,67.23,237.86,234.3,27,60.49,46.05,46.53,0.0019,0.06,42.71
12.71,22.5,216.88,180,240,192.13,133.75,0.02,71.26,235.41,232.17,6,56.49,61.47,69.61,0.0003,0.23,48.79
18.09,22.5,202.02,180,240,124.12,83.32,0.09,25.97,231.04,229.72,27,80.4,36.7,67.13,0.0035,0.02,52.92
12.07,22.5,206.89,180,240,430.43,173.89,0.07,89.58,236.5,232.51,6,53.64,44.82,40.4,0.0008,0.28,38.47
21.07,22.5,183.38,180,240,361.11,186.03,0.05,90.84,237.46,235.75,21,93.64,5.63,51.52,0.0006,0.03,48.88
17.18,22.5,234.14,180,240,127.3,122.83,0.15,79.29,230.65,229.7,21,76.36,90.23,96.49,0.0019,0.02,67.89
17.01,22.5,214.15,180,240,431.31,340.76,0.17,55.66,236.25,231.98,9,75.6,56.92,79.01,0.0031,0.2,57.41
18.51,22.5,233.34,180,240,150.2,111.61,0.09,39.14,234.8,230.4,22,82.27,88.9,74.31,0.0023,0.09,65.54
17.89,22.5,233.14,180,240,354.79,146.37,0.17,66.88,232.19,230.38,24,79.51,88.57,41.26,0.0025,0.03,57.77
17.56,22.5,199.65,180,240,355.96,164.46,0.09,50.12,233.02,231.3,3,78.04,32.75,46.2,0.0018,0.25,46.98
13.64,22.5,187.85,180,240,196.78,98.43,0.13,63.89,235.86,232.65,19,60.62,13.08,50.02,0.002,0.07,36.86
22.03,22.5,201.15,180,240,213.58,166.4,0.13,20.12,239.27,236.87,6,97.91,35.25,77.91,0.0065,0.17,61.78
15.29,22.5,195.69,180,240,144.51,97.71,0.2,69.22,238.03,233.24,19,67.96,26.15,67.61,0.0029,0.11,45.92
19.91,22.5,218.18,180,240,436.57,253.45,0.19,81.71,234.01,232.1,7,88.49,63.63,58.05,0.0023,0.12,59.72
22.41,22.5,218.8,180,240,311.53,164.54,0.05,69.1,230.63,225.85,15,99.6,64.67,52.82,0.0007,0.14,63.32
16.17,22.5,225.35,180,240,165.69,85.53,0.17,65.55,231.77,227.74,1,71.87,75.58,51.62,0.0026,1.74,54.01
15.67,22.5,195.19,180,240,461.91,112.48,0.04,38.85,239.2,236.37,27,69.64,25.32,24.35,0.001,0.04,37.79
12.0,22.5,189.69,180,240,112.02,101.07,0.13,28.97,231.49,230.75,1,53.33,16.15,90.22,0.0045,0.32,42.57
19.48,22.5,191.38,180,240,204.91,110.42,0.04,32.0,236.14,234.3,1,86.58,18.97,53.89,0.0013,0.78,49.13
17.86,22.5,210.26,180,240,202.97,107.84,0.11,16.32,230.74,227.93,28,79.38,50.43,53.13,0.0067,0.04,52.46
